tweet,label
omg another one e don tey person call me sweet names,2
nsogbu adiro nwa otu,1
allah yah idda nufi baba yayi maka jagora ameen summa ameen,0
obodo à wu igwe,1
was listening to one radio station news this evening on my way home omo eh the igbo wey dey speak dey learn work from that of the newscaster oh,2
subhanallah allah yatsaremu,0
ojumo ki nmo ki atáñ ma gba ire ore ti e wa ri ire ti e gba loni ni agbara oba toni aye ati orun ekuojomo,3
allah ya kawo ku lfya,0
na dey hustle we dey jwin trying to bring me up asaba delta state,2
jehovah gba gi ume,1
àṣeyọrí ńlá ni ẹ̀san tó dára jù frank sinatra,3
ọ̀rọ̀ ìyá lára ọmọ kọjáa kékeré ìyáà mi ẹ ṣeun ìtọ́jú àbò àti ìfẹ́ tí ẹ ní sí mi láti ọmọwọ́ títí di àkókò yìí,3
zenith bankbrov na im b dat u tu much,2
refrigerator please where dem babes coming over go dey store the food dem cook na ️️,2
good evening we welcome to the house tonight and we are glad to have you here please before we proceed let the audience know you ẹ kúu alẹ́ a kíi yín káàbọ̀ sórí ètò wa ni àṣálẹ́ yìí inú wa dùn láti ní yín ẹ jẹ́ kí àwọn ará ilé mọ̀ yín,3
️️ boss i hail ooo hwfar with de iphone give away way u say u go give for video i don do my own tag u time but i no hear from you,2
otua ka chineke anyi diagidigba oo agidigba ooo,1
chai and na the song i dey listen to,2
nwannem oma darling,1
otua ka chineke ayi di agidigba e,1
wannan ai hine sama murna kasamurna,0
ìbà ọlọ́run olódùmarè ọba awímáyẹhùn ọpẹ́ yẹ ọ o olúwa,3
nka atomu iche,1
♫ olùmọ̀nà ẹ̀dá sí ìmọ̀lẹ̀ ayérayé láíláí ni n ó máa tàn nínú rẹ o àtùpà ògo ò tí ń tàn lókè o,3
ọ di kwa ka governor anyi na agbani ya jisie ike,1
♬ otua ka chineke mu di agidigba e ♬,1
me sef never enter kitchen oh buh i don chop gon buy biko,2
yayata allah ya shimiki albarka ameen ashe ma youre better than rest when you were there enjoying life at its peak haka sukai ta tsine miki ina suke my sister toh in sun isa su naimo nudes naki mana,0
eze ndi eze omalicha agune che nba buleya elu,1
congratulations didi congratulations on your grad allah sanya albarka much love,0
na girl wey dey sell food i dey find wey be say if i go greet her like this she go pack food gimme,2
true thing sha e dey better to kpim for this kain matters,2
ehem ina maki murna kinga ko babu komai hannun naki zai cigaba da burgeki,0
bí obì ni wọ́n ń kọ́ ń fi lélẹ̀ n ò mọ̀ ìṣòrò ọ̀run wá bá wa gbé orò yìí ṣe,3
añụrị ncheta ọmụmụ gị odogwu igbo ji eme ọnụ chukwu debe gị nwoke ike ogologo ndụ na ime ahụike na akụ na ụba naeru ka mmiri bụ ekperem na isi gị iseeeee golibe,1
wetin i wan take beg you to followback na gtgtbeg me,2
ki olowa fi so e so wa ki a fi ayo ati alafia laaja ọdún ti di àbọ̀ oṣù mẹ́fà lókù kí a ríi já,3
subhanallahi ya allah ka kawo mana agaji,0
gbam ezigbo obara,1
ezigbo mmadu na oraifite nwanne di na mba of benin city na me give you this one bro lol,2
ameen ramatuu yanmata,0
abeg yoruba is a beautiful language and na curse dey sweet pass,2
uhmmm wlh kincije ni rahama dani allhaji ne wlh da zance sai ke wlh bless up my queen looking like priyaca,0
a kì í fìkánjú lábẹ̀ gbóná translation hot soup is not to be rushed,3
allah mana tsari dashi hajiya,0
ó dàárọ̀ o ẹ bá mi kí ìya ṣàlí o ẹ pé à ń rọ́wọ́ ọ rẹ̀ o,3
ẹ máa rọra ṣe o ọlọ́run á ṣọ́ gogbowa,3
ẹni tíwọ ba nípá láti ṣe ìrànlọ́wọ́ fún tọ́jú rẹ̀ òhun lẹnìkejì rẹ èdùà á rànwọ náà ran ọ̀gbẹ́ni yìí lọ́wọ́,3
ụgbọ ndị ọma,1
abeg fall o pere na cruise ship,2
dan adam kenan kome kaimai balallaine ka burgeshi b allah yakara basira director muna jindadin wannan shiri sosai wlh muna kuma kara godiya ️,0
ah ọlọ́run ọba gbà wá lọ́wọ́ ọ̀ràn kú oríre,3
tz just soo cute wen a guy is rily nervous talking to u wen e cn hardly look at ur face sef,2
chineke nyere gi aka,1
thanksi wan swag small abeg,2
shuuoo na dem papa money na,2
just try and shift her womb to the side wey twins dey,2
olúwarótìmí the lord stays with me,3
ezigbo mmadu idikwonu ka ndi nnamochie na irefi,1
haba malam kedai cigaba gashi danmu allah ne gatanmu,0
nne ibu ezigbo gold,1
mulki da ilimi babu jahilci aciki allah yajikansa darahama amin,0
kí adé túbọ̀ pẹ́ lórí o,3
nwaanyioma ekenem gi yagazie rie unu ncha,1
so people in petalingselangor speaks you better come down to eko ijebu abeokuta oyoibadan etc wre you can get iranlowo bi ko se be otutu yi si ma po si ooo,3
here i am baby practice what you preach fi di gyals dem karaoke was super litty last week friday hope yall come through this week im your host so come watch my fire moves too this friday at by pm,2
ụtụtụ tụtụrụ njọ ma tụtara anyị ihe ọma ogologo ndụ na ahụ isike afia anyị kpọsara ka olee ụkwụ anyị jiri naa ga aka nke anyị jiri bịa mma,1
omalicha ada ndi igbo,1
buhari dan allah badan halinmu ba wadannan abu biyu suzama tarihi kafin kasauka ka kyale komai da komai ka tattara hankalinka kansu akwai kudin da zaa iya tabbatardasu bawai babu ba indai kagyara wadannan tom wlh kamana komai,0
nne see aw u fine pass china spare part shining like dubai gold fresh pass oyinbo and black man pikin cheiiii o babynm i commot dis cap for u,2
orí agbe ní í gbére padè olóko orí àlùkò ní í gbére padè ọlọ́sà orí mi tètè gbé ire padè mi lọ́nà ìpọ̀nrí máa gbọ́ o,3
i actually dey youtube i dey watch remontadas,2
e good o enough banga soup for we wey dey area,2
aiki mai kyau kamar yanda kuka saba is my favorite serial drama,0
kaidai allah ya kawo mana karshen sa,0
money dey dat tin oo my cousin for villa na plug now oo,2
to barka allah ya kai mu goben sannan allah yasa mu gan wannan watar ninkin ba ninkin a rayuwar mu allah ya lulling mu da iyayenmu cikin rahama jin kai da aminci,0
ejiro ututu ama njo ahia,1
ogbeni don vex,2
video budget na like m i still dey gather am u fit chill small,2
àdúà gbogboo wa á kúkú gbà a sì kú ìsinmi,3
mo dúpẹ́ ìyá mi,3
tòkunbọ̀ ò ní bọ̀ mọ́ ó kúkú dára olọ́hun á jẹ́ ó rí bẹ́ẹ̀ àbẹ́ yin kọ́ àmọ́ o ẹni mélòó ló lówóo ayọ́kẹ́lẹ́ tuntun ńlú yìí,3
i don dey use to am i dey even expect am steady now,2
tike don reach na why u dey wake up by am dont worry in d next yrsu will wake up to see the cute baby diva when u wake up by am,2
person no even fit stand this one dy shout stand fit,2
this sheydi bala bala challenge just reinforces an incontestable fact no be to get big yansh e dey shake e soft,2
chai daalu so nnukwu mmadu,1
sèsé ò wọ̀pọ́ lóde ònìí eku oko a máa fẹ́ràn an rẹ̀,3
king nayi kuskure a yafe ni,0
davido e be like you don dey get small lungs small lungs you don dey breathe too much fem burna boy oboy i don dey breathe pass you small breathe i com dey win grammy chooooke,2
happy birthday nwanne chukwudubegi ruo mgbe ebiebi ogologo ndu ahuisiike na aku agwu agwu ga abiara gi,1
np chukwu agozi go gi with and,1
baba god you sabi as e be for my heart oo abeg bless your boy,2
last last na e go be,2
o gaadiri gi mma,1
fọ́nrán àwọn tó mú igbega bá àṣà àti ìṣe yoruba lọ́nà iwuri ologbe olóyè hubert adedeji ogunde ️️ a bíi si ipinle ogun nigeria ni odun,3
onye oma emeka,1
nsogbu adiro agam ejizi bless you wuo mmadu aru taata ka ndi winners chapel,1
giwa sarkin aiki,0
buhari yai kokari ya sa santa da asuu a koma makaranta yafito yai live broadcasting ga jamaar kasa yabasu hakuri may allah bless our country,0
i am not a perfect person but im trying my best to be the best i can be ajiginni wole yoruba language emi kii ṣe eniyan pipe ṣugbọn emi n gbiyanju igbesẹ mi lati dara julọ mo le jẹ,3
kai wallahi naji dadi sosai wallahi cant wait to see dear allah yakara ilimi da basira ameen,0
a qyale bawan allah din nn hka hakan ma shine da godiya,0
ah ẹṣeun o ẹ̀yí ganan ni ìpanu gidi,3
i don wildcard na salah make em rest na hazard i wan dey captain now,2
a ó pàdé o olúṣẹ́gun kòkúmọ́ àgàgú kí o kí wọn lọ́run alákeji ó tún dojú àlá olúṣẹ́gun ọkọ olúfúnkẹ́ sùn re o,3
baba izz nur like that ooh munwa jeelu iwunyelu ndi sideahu ozioma alaeze na christ na azoputa,1
you dey work for twitter which soap you dey use,2
abeg dem don finish the walking dead,2
nne weelu obi nwayo otutu oma,1
to allah ya kara kiyaye wa wainda suka mutu kuma allah ya jikan su,0
chineke diri m mma ma odi njo ma odi mmana m di ndu bu nnukwu ihechineke m dalu,1
lolz nwoke nwelu ya by aka oma ooh kpolunu ya unu agahi e eregreti ya o,1
chukwu nna nye mu ogonogo ndu na akunuba the bag,1
allah cigaba da tsareshi,0
mutumina kayi kasuwa fa yau fa,0
i dont know if its me but i no fit run agenda wey my woman nor dey comfortable with she nor like am i go stfu,2
aka aka ya aka jehovah naeme mma olu ebube ya nke na eruari naebem no isi iyi nke ndu nke na dighi atata aka aka,1
dede biko support my bbusinesschukwu gozie gi,1
i na eme ofuma nna,1
egwu oma for with,1
ògúnfúnmitọ́ ogún gives me to raise,3
np kpo kpo di kpo night show w and,1
peter bụ kwa ezigbo mmadụ oh,1
kpo kpo di kpo kpo ‍️,1
a di m mma o,1
kai kalli mutanen arewa abun farin ciki yasamu amma kalli like yayi karanci amma da abun sukan shugaban kasa daga likes dayawato allah yasaka da alheri shugaba buhari,0
á ṣẹ bí ti ń ṣẹ nífẹ̀,3
ututu oma ndi nkem,1
as i dey talk with you now ehn anything is possible me sef dey yankee this minute dey enjoy snow,2
people wey dey lucky to dey play football,2
chai chineke god i wu onye mmehe kpe ekpere ka chukwu zoputa gi ‍️‍️‍️,1
onye ne me mma le kwe ikperem na ala chineke idi mma,1
a à lá ò ní tọ́ọ yín wò o torí ìtọ́wò ladùn un ọbẹ̀ ṣùgbọ́n mo fẹ́ kí ẹ rántí láti ṣe rere torí àtúnbọ̀tàn,3
hmm amma rukayyah ta birgeni kwarai da gaske domin ba don ita ba da allah kadai yasan gararin da sumayya zata samu kanta a hannun talaka mai girman kai da kishin tsiya lukman is the answer in world of lovers and he is a love solving person,0
allah ya tabbatar mana da alkhairi allah ya sa ƙarshen wannan cuta kenan g,0
ya allah ka kawo mana karshen wannan din,0
daalụ nwanne mmadụ ️,1
nobody can fit your position in life all man has their role to play so be the best of you anobi bushasha is here who dey who dey on set of mediator the movie as dir by,2
mavins crew oh abeg na make una dash me money na,2
kí ni ìbáṣẹpọ̀ tó wà láàrín òkèẹ̀ìrì àti agẹmọ ọ̀rọ̀ lórí èyí di ọjọ́ míì ọjọ́ ire ire o,3
kpa kpa kpakpakpa onwe m,1
hbd king tekno chukwu gozie gi mmaji mmaji birikwa,1
♫onye neme mma ana m ekele gi onu mu juru nekele♫,1
to da kyau amma aduba wanda suka cancanta,0
yar adua is the best allah dai yajikan maza,0
happy birthday bubu chukwu gozie gi,1
nna isi gi a amaka nno kedu mgbe ikwusi ikpu isi kai lekwa omaricha nwoke nka my daughter just turned asikwa mu nno ka imalu aro one ka idi nna ina aku egwu ewooo iga make ya oo nna e makie ya gi abia luru nwa m kai nwoke oma e no get wetin i no hear today,1
ó dàbí ẹni pé o fẹ́ràn èmi náà like bọ̀bọ́ yẹn ganan,3
mo kí gbogbo ọmọ nàìjíríà ẹ se gírí ìgbà ara làá búra ojúmọ́ ire ni lónìí o,3
barka da rana hausa,0
wlh falalu ka sani kuka aduk lokacin da tuna da ibro sai inji kamar ni kadai a kaiwa rashin nan allah ya kai haske kabarin ka chairman,0
by the time beans done who cook indomie go don dey hungry,2
hehehe nwata bu asa nne iga abia ogbako umu igbo ebe ona akpotu,1
yanjú àwọn olórí ogun òhun tó ń dìtẹ̀ kiri àlejò yìí mọ̀ wípé ohun kò lè to ọmọ ogun jọ ṣùgbọ́n ó yan ọ̀nà láti fi gba àwọn ọmọ ogun ní ọ̀rọ̀ ìyànjú kí wọ́n káwọ́ ọ̀tẹ̀ sílẹ̀ àwọn olórí ogun pàdé ní ìkòyí láti káwọ́ ìjà sílẹ̀ àlejò ọba gbìyànjú,3
wetin dem dey offer cos arik na water,2
iba ò ní pa wá o gt,3
fly wey dey follow big meat nor dey lean i know so many leaders but this leader stands out every encounter with general augustine usinefe ogedegbe the ssa to the delta state,2
i still dey away bruhi dey bujumbura like this i wan enter maputo then straight back to lagos,2
ur testimony makes me dis god he z a true god he works n ways man cannot understandu were n pain bt just dat song nara brought abt ur healing lyk u said fr days nw u hve not bn n pain who has done dat no bt jesus all glory return to him alone,2
allah yabiya dear allah yakara budi ya bakai nasara aduk abinda kikasa agaba,0
wetin dey do dis one,2
alqurani allah yace wala tabarrajna tabarrujal jaahiliyail uula ashe dabiar jahilan farko ne sai jahilan qarshe suke kwaikwaya wa iyazu billah allah ya shiryar damu gaba daya,0
dadina da bbc fadan gaskiya,0
gburugburu di anyi,1
pictures from my product shoot class with be like say she don sabi pass me sef register for my private product shoot class for just naira only send a dm to book a spot,2
my mood since gifted me a whooping $ cc make e nor be like say i nor tell una ooall body full like bus wey dem over load for bush market,2
allah kawo nagari,0
tbh im so chilled about my husband because i know god has the best for me im just working to be equally fit for him,2
ndi chukwu goziri agozi ha nile nasi nma nma,1
amin o beno lo ma se ri fun gbogbo ninu osu yi,3
biggest baddest nigga ever liveth fine boys like you na dem dey rush you,2
orin yorùbá orin ìyànjú orin ìtagírí orin ìṣìrí orin ìmọ̀ràn,3
afurum gi nanya igbo language,1
malam aminu allah yakara fahimta da daukakagskiya labrina yasamu jajurtattun maaikata kuma yana bada maanaallah yakara kaifin kwakwalwa da basira,0
chukwu aza go gi nwanne,1
just sitting der like na una sabi na me win the money,2
allah ya gafartawa mallam allah ya saada shi da annabin rahama,0
yes oo god dey where he dey dey look,2
kaiii ashe ganduje ma akwai wanka,0
oburo asi sir eziokwu bu ndu,1
burna boy has been nominated for grammy wizkid dey eko hotel dey reason davido dey house dey celebrate birthday with manager how come wait for your time dont rush it,2
singing d tin wen we dey find go soon find us come d tin wen dey make us dey fast go,2
wípé ẹ ṣá yípadà olúkúlùkù kúrò ní ọ̀nà búburú rẹ̀ àti kúrò ní búburú iṣẹ́ẹ yín ~,3
so dem dey press breast for cinema,2
kò sí ọ̀rọ̀ tí a lè pè nírọ́ nínú ọ̀rọ̀ onígẹ̀gẹ̀,3
gi nwa nke chukwu gini ka ina ekwu nihi ihe nile nke chukwu mere loved this intro in s champion of the world,1
nwoke oma ututu oma kedu ka ime,1
omakazi ka nwanyi chukwu kere nubochi sunday,1
dalu nwoke oma,1
jesus ikpere m di nala,1
innalillahi kai allah yaye musumuma nan allah kawo mana sauki allah ka kawo mana karshen masifa amin ya allah,0
wane lbr ne mai dadi haka,0
doctor wey sabi gbas gbos,2
allah kara tsare gaba,0
i love kitchen sha only when im cooking for my babe any person wey wan chop should gon cook for himself,2
ọ̀gá ẹ ẹ̀ wa fi ọmọ wá sílẹ̀ o jàre ilé baba kìí ba ọmọ lẹ́rù,3
lol na wetin him get e go use na,2
ada idegwu inọ kwa ofụma olee ka ụbọchị dị,1
yadda yakeyin nan yana matukar burgeni wlh ina son ganinshi akan wannan halin nashi dan yasin nima hakan take banson raini,0
wisdom nor go finish your life na wetin dem dey preach about na you dey do so mr propro master,2
children are the leaders of tomorrow awon omo rere biiyan omo rere leyin wa ola toju omo re ki won o le fun e ni isinmi olodumare ko ni fun wa lomo gba je n sinmiooo aseooo ireoooo,3
dem don dey find money,2
àbá má fi àkókò ṣòfò ọjọ́ ńlọ eré ni ọwọ́ agoo ń sá kú kò síṣẹ́ míì tí í ṣe ju kò máa kà lọ má fi gbà ṣiré ọ̀rẹ́,3
ese ooo akowe awa omo ajilete ilu ti a te sarin odan ilu awaon omo akin ti ko fara sin,3
ajọjẹ̀ lodun ẹ jẹ ki a parapo ka sowọpọ jiṣẹ ti oduduwa ran gbogbo wa,3
bbc ta ina zan biya kudin na gani inaso,0
nwaanyi oma o dika igbapugo mmiri tanker maka onu yul,1
kai a yan kwanakin nan fa hannun mai girma shugaban kasa muhammadu buhari a bude yake kyauta kawai yakeyi nima allah ya tsaga da rabona saura kuma wani yacemun nai bara,0
allah mun tuba ka yafe mana,0
eziokwu ka m gwara gi,1
nna ochie nna ochie nna ochie gi ga di oh how far na,1
èkàró o gbògbò ēni ti o n kā iwé yi lówó lówó ki òlòrūn kó jē ki ōjō ni san fou wa òlòrun a founwa shé ó yorúba ni iyà mí mó si kó édé yi man làtí kékéré mi mó dūpè gīdī fun òlòrūn,3
don blow he don even start to dey blow whistle,2
see ehn as una dey like the tweet just follow the handle wey post the tweet as well oo happy new year,2
ina so a tattauna dani a matsayina na future president of nigeria insha allah,0
motana thank god for the deliverance so far pls change the company of people you listen to and work on your mind and selling points also get someone or church that understands the word of god boss d abeg no vex o dat jollof rice sweet,2
ooo ma dupe pe won so ro é leyin eni i aiye ba i pa i bi aso to gbo nkan imi i wo ni yen ooo,3
♪ kèrègbè tó fọ́ dẹ̀hìn lẹ́yìn odò orí burúkú dẹ̀hìn lẹ́yì mi kèrègbè tó fọ́ dẹ̀hìn lẹ́yìn odò ♪,3
bbc kenan kuci gaba da bamu nishadi,0
inú mi dùn rékọjá láti wà lórí ètò yorùbá lákọ̀tun ti sáà yìí ọ̀pọ̀lọpọ̀ ẹ̀kọ́ ni mo kọ́ kún tilẹ̀,3
even me if na me buy am go dey impressed,2
innalillahi wainnailaihir rajiun allah mun tuba kayafe mana allah k tausaya mana badin halin mu ba ya allah ka kawo mana karshan wann masifan,0
na beta pesin c as e surprise with yanfuyanfu love for her berday,2
you sure i don watch am taya na she i dey see,2
ẹ̀yin ìjọba ẹ yẹ ira yín wò o |,3
allah ya kyauta wlh nama rasa mai zance,0
everybody dey wait puta kene nogbo ife di mma amaka better soup na money kill am o adanwa ngwa pekem pekem iya ada ada oyolima ada ada iyooo,1
e sabi play ball i wan open my sports agency,2
gbogbo bàbá tó mọ rírì àti ànfààní ọmọ iṣu ọmọ yíó jiná fún yín jẹ o láṣẹ olódùmarè àmín,3
allah yasa hakane mafi alkhayry kuma allah ya karbi ibadun mu allah ya maimaita mana ramadan da yawa cikin koshin lafia,0
u still dey laugh na,2
allah subhanahu wataala yakawomana karshen wannan taddanci yakawomana xaman lpy akasarnan ya rabb,0
♪ ẹ̀dá ẹ jẹ́ ká ṣe ayé ire káyé lè ṣe wá re lẹ́yìn wá ọ̀la ò e ♪,3
if na when i dey australia we for don celebrate st january wake before e reach nigeria,2
omo onifz sef don go uk sha just saw it on facebook all my guys dem don relocate finish,2
ya allah ka kawo mana karshen wannan balain a nigeria,0
allah y kara lpy my bestie,0
gaba dai gaba dai gwamnatin jihar kaduna gaba dai gaba dai mal nasir elrufai,0
abeg make una follow ohhh i go follow back i wan go sleep if i comeback tomorrow any followers i see i go follow back,2
sisí yẹmí ẹ ká alẹ́ o ẹ sì kú iṣẹ́ takuntakun o olúwa á wà pẹ̀lúu wa àmín,3
alhamdulillah plash back kaura ne governor a bauchi baba allah yamaka jagora,0
allah sarki allah ya bata lafiya mu kuma allah ya kara mana lafiya amen,0
píníṣínkékeré youngtender láti píníṣín lọmọ náà ti já fáfá the child became smart from tender age,3
allah yajikan tsohon shugaban kasa ta janhuriyar niger tandja mamadou allah yajikan musulmi,0
my love allah yakara basira,0
leave semi onye nkem ka ọ bụ,1
otichiri odum onu na omerigo,1
eni ti ojo ti a ya si le la ti ma soro nipa aarun jedo jedo lo se ayewo ko de gba ajesara le ni,3
njẹ́ a júbà ọlọ́run ọba àkọ́dá aiyé aṣẹ̀dá ọ̀run,3
rich pesin i hail o,2
nagode amma baka kyauta masu yaya dankombo ba oga falalu allah kara basira aikinka yana kyau,0
ẹ jẹ́ ká ṣe pẹ̀lẹ́ nínú oṣù agẹmọ yìí ó a kò ní sìṣe láṣẹ èdùmàrè youtube,3
elémùré ò kú o baba èkìtì lọ sinmi lọ́run ni o,3
oseun ori ade a gbe o o,3
man wey sabi,2
as we dey hustle dey go hustle in d summer my money is almost up on d winter we rest for d,2
me sef shock oo thank god for my brain sha,2
happy th birthday in advance to the original son of the land ọmọ ògún ò rọkin àgbẹ̀dẹ òrọ bàbà ọmọ kúlódò,3
dimkpa ezigbo oyim nna nyelu ugo nnakaenyi nokija oga adiri gi nnma site taata rue gbo lagos nigeria,1
otuaka chineke anyi di,1
hot i no fit tire for the album,2
masha allah iyayin mu na kan mu,0
fi epo ra ara bí o bá fẹ́ ṣíra máa fi epo pupa para kí o fi ṣí ara,3
olorun to funmi lojo gbogbo lati yo god that gave me everyday to celebrate sunday,3
me sef wan stew na,2
this one na as e dey hot the real mercy eke,2
me wey don download eba with onugbu soup come dey wait for rain so i can sleep,2
jehovah i di egwu ooojehovahjehovah you are wonderful,1
na abuja u go see church wey den won share rice and knw member go come outbig man church,2
wato facemask shine zekare mutun daga kamuwa da covid allah kyauta na yan baya,0
innalillahi wa inna ilaihi rajiun subhaballah allah ya tsare mu ya karemu so suke su kashemu walh,0
i won tell u somthing no tell anybody this thing i won tell u oo this money i mean this dollars u dy see so na my ownna me get am but i no won show my face but i go use am snap next monthno tell anybody ooo u be my tight friend na e make i just tell u this secrets,2
dear lord when my wealth finally comes please let me be humble cuz as i dey like this ehn as i no get shinmgbine tin tini pride still dey on the loooow o god help us all money does not change people o money enhances the inner you,2
ni iranti baba wa adebayo faleti fu ise ti wan se fu èdè wa ht,3
music chidinma ubochi bless me,1
orúko rere sàn ju wúrà àti fàdákà lo,3
hmm toh ai haka yafi bakuga anzauna lafiya ba saboda lalle buba yadace da yagwai a irin wagga yanayin,0
with ma home boy onye na eme ka m si eme,1
chukwu gozie gi na ncheta nke omumu gi,1
happy birthday maam chukwu gozie gi,1
bitsika abeg u fit push time go oclock,2
allahu akbar allah yasa muna da rabo muma albarkan annabi saw,0
uniform go fit you die,2
kí lárúbáwá àti ọ̀rẹ́ rẹ̀ ìgbàgbọ́ tóó dé ni olúwa ọlọ́runọlọ́hun elédùmarè ti wà pẹ̀lú wa èèbó kọ́ ló kó ọ̀rọ̀ wọ̀nyí wá o,3
k as e dey hot,2
ruo na ndu ebighi ebi,1
is to ️ chukwu agozi go gi,1
oluwa é se,3
ori huuuuu ojumo ire ni o,3
sun cancanci nobel price,0
arakunrin e se fun kardi ipe ti e fun mi oamaa ri yin ba o lase edumare,3
gwamnatin mai gaskiya kenan,0
maka chukwu o nonso bụ onye uka,1
even me sef dey laugh,2
mogba ladua wipe bi odun yii tin pari lo emi ati ire ani bawon ku iku ojiji tabi ra posi ibanuje lola olodumare com,3
god na this place i suppose dey na,2
allah yakare musulman ciki ameeeen,0
the way im rushing this series ion wan make e finish na to dey watch episodes per day,2
twitter dey ask me whats happening na dey happen,2
ìyá ni wúrà iyebíye ìyá tí a kò lè fowó rà,3
allah ya gafarta musu mu kuma allah ya kare mu daga sharrin mugaye iri ameen,0
hbd waga g chukwu gozie gi mmaji more blessings odogwu onye isi nkuka lagos state,1
hmm cire larabci bashi zai sa musulunci ya kare a nıgerıa ba dan allah yayi alkawarin tsare addinin sa and inshaa allah islam will dominate the world not only nigeriajahilai kawai jinin firauna wanda basason zaman lfy,0
chukwu oma listen via watch via ||,1
otua ka chineke anyi di agidigba ehhh agidigba ehhh,1
àárọ̀ o ọmọ káàárọ̀oòjíire a kú ìsimin òpin ọ̀sẹ̀ ayọ̀ àtàlááfíà ni tiwa torípé àlááfíà táyọ̀ ire o,3
a kú ojúmó gbogbo omo kaarò o jíre bí e jé kí a fi owó so owó pò láti gbé àsà ilè wa ní aruge,3
nwa yi oma,1
jisie ike asa,1
angaida wakilin wakili,0
and na tayaku murna tunda an maido maku,0
amen chukwu gozikwaa gi ezigbo mmadu,1
ẹwà èdè yoruba can you form a sentence with these words ọlá = riches ọlà = wealth ọ̀la = tomorrow,3
tọ́jú ìwà rẹ ọ̀rẹ́ mi ìwà kò sí ẹ̀kọ́ dègbé gbogbo aíyé ní ńfẹ́ ni tó jẹ́ rere,3
bros today na my birthday abeg choose me make i flex my day,2
oni ni o pe odun mokanlelogbon to baba agba pa james adegbite ti lo sinmi laya olodumare sunre o baba oninure,3
alhamdulillah my money wey dis ppl dn chop,2
ẹpẹ alarọ wa ẹpẹ ogunmọdẹde ẹyin ọmọ ẹpẹ da ooo tag those who you know are from ẹpẹ,3
ututu oma nigeria,1
hahahahaha is dis dat pastor weever film dat year,2
ojú ni wọ́n ní alákàn fi í ṣọ́rí ẹ dákun ẹ mọ́ jẹ̀ẹ́ nǹkan ò ṣe ojúu yín torípé ojú ni ìmọ́lẹ̀ ara,3
baba buhari ikon allah kana tareda nasara insha allah,0
ẹ kú déédéé àsìkò yìí o ẹ̀yin tèmi àsìkò fún ti tó ẹ jẹ́ ká dá ara wa lẹ́kọọ́,3
aka aja aka naebute onu mmanu mmanu️,1
lóde ònìí òòṣà ìlú greece ti di ìlúmọ̀nọ́nká tí gbogbo àgbáyé ń bọ nípasẹ̀ ìdíje ọlọ́dún mẹ́rinmẹ́rin olympics,3
allah ya cika mana burinmu na âlhkäîrì kuma allah ya bani lfy da dukkan wani mara lfy allah ya xaunar da kasarmu nigeria lfy,0
ekele diri gi eze ndi eze otuto na nsopuru diri aha nso gi amen,1
uche gị dị ya,1
hows your family na hin i dey wait for,2
i dey full house mehn i dey stay ewenla,2
allah mun tuba allah idan ka ƙaddara mana tsawon rai don tsarkin mulkinka kada ka maimaita mana irin wannan shekarar a rayuwarmu,0
masha allah da fatan an kammala taro lafiya batare da ruwan raƙe yayi tartsatsi a gemun wani ba kokuma ya ɓata rigar wani fatan ruwan rake mai daraja bai ƙulle cikin wani daga cikin waɗanda suka halarci bikin baje kolin shan raken ba to ni nayi nan,0
ẹ kú ọjọ́ ìbí o ẹ ó gbòó ẹ ó tọ̀ ọ́ ẹ ó fọwọ́ páwú ferìgì jobì ẹ ò ní ráburú lọ́dún tuntun ire gbo gbo doríi yín àṣẹ,3
duline sabuda dalibai dadama basa mai da hankalin su wajen karato musamman ma a halin yanzo da wayoyi sunkayi yawa da hannon yara allah ya kyau ta,0
innalillahi wainna ilaihirrajiun ya allah ka kawo mana karshen wannan masifa,0
kí a ṣọ́ oúnjẹ tí à ńjẹ ní ìwọ̀ntúnìwòsì nǹkan dídùn dídùn ò yẹ adùn èso àti ọ̀gbìn ló dára,3
omo obo give una so mad ooo we suppose host award for una sef una too much,2
na meat you go dey chop anytime you come house now cos you be man,2
àbá má ṣe gbọ́ ti ẹlẹ́gàn bí ó bá ùn ọ̀ láti ọkànàn rẹ o jẹ́ yára ṣe é kó tóó pẹ́ ó ṣe é ṣe kó jẹ́ pé ibẹ̀ ni ògoò rẹ wà,3
boss like mr chijioke igwe i celebrate you sir chijigwe pepperoni uyo,1
oluwa yio funwase ni idibo ti o n bo yi e ma se je ka ja ibo ni ke di fun itesiwaju gbogbo omo nigeria,3
small alert from you o ga agbawe ntutu m ofuma oo daalu sir udo dili gi,1
a kú ojúmọ́ a kú ojúmọ̀ a kú ojúmọmọ ajé á bá wa gbé lónìí ọjọ́ ajé ohun tuntun kànkà kànkà ni tiwa lóṣù tuntun,3
and na one man go dey chop the sexy girl work like this,2
abeg who get owambe wey person fit gate crash today na,2
onye nkà daalụ,1
ọlọ́mọ ló layé èdùmàrè fúnwa lọ́mọ àmúsẹ̀yẹ ọmọ tí ntọ́jú ẹbí tí ntọ́jú ará tí ntọ́jú u baba fúnwa lọ́mọ àtàtà tí nmúnú ìyá dùn,3
oodua heritage united kingdom chapter members oodua heritage omoluabi ni wa ooo,3
ẹ múra síṣẹ́ o á yọrí sí rere,3
allah ya taimaka yau kam kunyi abun kirki allah y bada sa a,0
nwanyi mara nma otutu oma,1
ẹṣeun jàre ojúlówó ọmọ oòduà,3
